	Mc17-25.fq.trim.sam.counts	Mc17-33.fq.trim.sam.counts	Mc17-40.fq.trim.sam.counts	Mc17-66.fq.trim.sam.counts	Mc20-01.fq.trim.sam.counts	Mc20-04.fq.trim.sam.counts	Mc20-05.fq.trim.sam.counts	Mc20-08.fq.trim.sam.counts	Mc20-12.fq.trim.sam.counts	Mc20-14.fq.trim.sam.counts	Mc20-15.fq.trim.sam.counts	Mc20-18.fq.trim.sam.counts	Mc20-20.fq.trim.sam.counts	Mc20-21.fq.trim.sam.counts	Mc20-22.fq.trim.sam.counts	Mc20-24.fq.trim.sam.counts	Mc20-27.fq.trim.sam.counts	Mc20-33.fq.trim.sam.counts	Mc21-05.fq.trim.sam.counts	Mc21-08.fq.trim.sam.counts	Mc21-19.fq.trim.sam.counts	Mc21-20.fq.trim.sam.counts	Mc22-01.fq.trim.sam.counts	Mc22-03.fq.trim.sam.counts	Mc22-07.fq.trim.sam.counts	Mc22-08.fq.trim.sam.counts	Mc22-09.fq.trim.sam.counts	Mc22-12.fq.trim.sam.counts	Mc22-13.fq.trim.sam.counts	Mc22-16.fq.trim.sam.counts	Mc22-18.fq.trim.sam.counts	Mc22-20.fq.trim.sam.counts	Mc22-23.fq.trim.sam.counts	Mc22-24.fq.trim.sam.counts	Mc22-27.fq.trim.sam.counts	Mc22-40.fq.trim.sam.counts	Mc23-02.fq.trim.sam.counts	Mc23-10.fq.trim.sam.counts	Mc23-12.fq.trim.sam.counts	Mc23-27.fq.trim.sam.counts	Mc25-01.fq.trim.sam.counts	Mc25-07.fq.trim.sam.counts	Mc25-19.fq.trim.sam.counts	Mc25-25.fq.trim.sam.counts	Mc26-04.fq.trim.sam.counts	Mc26-06.fq.trim.sam.counts	Mc26-07.fq.trim.sam.counts	Mc26-09.fq.trim.sam.counts	Mc26-13.fq.trim.sam.counts	Mc26-15.fq.trim.sam.counts	Mc26-17.fq.trim.sam.counts	Mc26-18.fq.trim.sam.counts	Mc26-22.fq.trim.sam.counts	Mc26-23.fq.trim.sam.counts	Mc26-24.fq.trim.sam.counts	Mc26-25.fq.trim.sam.counts	Mc26-28.fq.trim.sam.counts	Mc26-30.fq.trim.sam.counts	Mc28-18.fq.trim.sam.counts	Mc28-19.fq.trim.sam.counts	Mc28-27.fq.trim.sam.counts	Mc28-40.fq.trim.sam.counts	Mc29-04.fq.trim.sam.counts	Mc29-06.fq.trim.sam.counts	Mc29-18.fq.trim.sam.counts	Mc29-27.fq.trim.sam.counts	
Mcavernosa32190	18	20	31	25	18	8	129	7	0	1	1	54	0	123	20	0	9	19	7	24	7	24	1	96	29	85	27	14	341	0	50	90	6	3	32	3	8	14	58	3	22	0	0	0	2	204	30	27	0	324	120	12	10	51	0	1	1	1	14	14	2	0	17	14	11	9	
Mcavernosa32195	2	3	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	2	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	4	5	0	1	
Mcavernosa32196	20	10	0	10	1	23	169	15	1	9	3	16	3	3	41	0	0	23	8	15	5	21	0	0	25	3	17	33	16	0	48	7	0	0	0	0	0	3	0	0	1	0	0	0	7	0	6	1	8	0	0	4	3	2	11	4	0	0	5	5	9	0	29	18	8	14	
Mcavernosa32199	10	10	1	7	1	2	42	9	0	0	0	2	0	0	2	0	0	1	8	12	7	17	0	0	0	0	3	7	0	0	11	0	0	0	0	0	0	7	5	7	0	0	0	0	1	0	2	2	0	0	0	2	8	0	1	1	0	0	3	1	7	0	7	13	5	8	
Mcavernosa32200	0	4	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	5	0	0	9	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	1	0	2	2	0	1	
Mcavernosa32201	8	3	3	2	0	5	24	7	0	0	0	1	0	0	1	0	0	1	2	13	4	8	0	0	3	0	0	5	1	0	2	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	5	5	7	0	6	6	0	4	
Mcavernosa32202	10	19	2	9	5	8	127	7	0	6	5	13	4	5	4	0	0	6	4	26	7	35	1	1	26	0	12	12	1	0	4	4	0	8	1	0	0	6	9	1	7	1	0	0	2	0	9	6	5	0	0	5	7	1	17	4	0	0	4	7	6	1	10	31	10	23	
Mcavernosa32203	17	17	8	2	0	20	198	12	0	5	7	15	2	22	6	14	3	18	15	56	13	112	0	0	14	2	5	15	0	0	6	8	1	1	11	0	3	28	12	0	3	0	3	0	2	0	16	12	5	0	16	5	6	0	3	1	1	4	9	2	9	0	11	29	10	23	
Mcavernosa32204	6	6	3	3	1	9	66	3	0	7	3	12	0	9	1	0	0	6	1	6	0	16	0	0	1	6	7	5	0	0	4	3	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	2	0	1	0	0	3	1	2	0	5	8	3	8	
Mcavernosa32206	9	6	0	4	1	2	113	8	0	20	1	8	4	0	8	2	0	11	4	9	5	25	0	0	5	3	19	11	0	0	2	0	0	5	2	0	25	5	6	0	1	0	2	0	5	14	11	3	2	0	2	7	5	4	0	0	0	4	3	3	3	0	8	10	4	14	
Mcavernosa32208	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
Mcavernosa32209	20	14	7	0	0	2	32	0	0	2	1	1	1	0	0	0	0	0	5	6	2	9	0	0	1	0	1	2	1	0	0	2	0	3	0	0	2	0	1	0	1	2	9	0	10	2	12	10	0	0	2	4	4	0	6	3	1	1	3	6	4	0	1	5	4	2	
Mcavernosa32210	28	21	12	9	0	2	87	1	0	2	4	3	0	1	6	0	0	0	2	24	24	16	0	0	5	2	4	4	0	0	5	2	1	0	1	0	0	2	0	0	0	2	0	0	14	0	19	20	1	0	0	15	2	5	0	1	0	9	2	8	10	0	6	16	4	12	
Mcavernosa32211	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	
Mcavernosa32212	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	4	0	
Mcavernosa32213	61	62	18	61	5	38	282	41	0	20	7	35	1	12	48	1	2	54	10	41	30	60	2	0	42	13	24	54	4	1	22	17	7	17	30	19	1	36	40	17	0	0	11	0	5	0	48	15	11	0	4	34	18	36	8	16	0	24	45	46	29	2	38	36	38	39	
Mcavernosa32215	4	22	4	4	0	5	58	2	0	12	0	2	0	1	4	0	0	11	5	9	7	20	0	0	4	2	1	2	0	0	3	2	0	0	0	0	0	4	3	0	0	0	0	0	1	0	8	1	0	0	0	4	2	1	0	0	5	0	1	7	7	0	8	19	7	4	
Mcavernosa32216	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Mcavernosa32221	4	7	0	4	0	2	15	2	0	1	0	4	0	0	0	0	0	2	4	4	3	4	0	0	1	0	0	2	0	0	5	1	0	0	0	0	0	0	0	0	0	0	3	0	3	0	3	1	0	0	0	2	4	1	0	0	0	0	0	0	6	3	6	7	1	2	
Mcavernosa32224	0	3	0	1	0	5	10	0	0	0	0	0	0	0	0	0	0	3	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	
Mcavernosa32225	4	1	1	6	0	1	7	2	0	0	0	0	0	0	1	0	0	0	1	4	0	6	0	0	0	0	3	1	0	0	0	0	0	0	9	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	0	1	0	1	
Mcavernosa32226	3	3	0	1	0	1	6	5	0	0	0	0	0	0	0	0	2	0	0	4	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	7	0	3	
Mcavernosa32227	2	3	0	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	5	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	4	0	3	
Mcavernosa32229	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa32230	2	4	2	6	0	4	33	3	0	5	0	0	0	0	0	0	0	1	2	2	3	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	3	1	0	0	0	1	0	4	0	3	0	0	0	0	1	2	4	0	1	0	0	0	1	3	0	4	3	1	1	
Mcavernosa32233	1	2	0	0	0	0	15	0	0	0	0	1	0	0	4	0	0	1	2	1	1	7	0	0	1	0	0	4	0	0	0	0	0	2	3	0	0	1	1	0	0	0	0	0	1	0	3	0	1	0	0	1	1	0	1	0	0	0	1	1	4	0	3	6	0	5	
Mcavernosa32234	4	1	0	0	0	0	8	3	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	4	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	2	1	4	
Mcavernosa32235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa32237	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa32238	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa32241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa32242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Mcavernosa32249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa32254	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
Mcavernosa32263	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	
Mcavernosa32266	4	4	1	2	1	13	26	6	0	1	0	2	3	0	3	0	0	2	3	1	2	3	0	0	2	0	0	6	0	0	1	0	0	0	0	0	0	4	6	1	0	0	1	0	0	0	0	6	0	0	1	9	4	2	1	5	0	0	0	1	1	0	4	9	0	2	
Mcavernosa32270	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
Mcavernosa32271	1	2	0	1	0	0	5	0	0	1	0	0	0	6	0	0	0	0	1	1	3	4	0	0	0	0	0	4	0	0	3	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	3	4	0	
Mcavernosa32272	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	
Mcavernosa32273	13	17	0	14	0	8	36	1	0	0	0	0	0	0	4	0	0	2	3	5	2	5	0	0	8	0	9	0	0	0	1	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	6	4	0	0	0	4	4	0	0	1	0	0	0	1	2	0	5	10	3	3	
Mcavernosa32277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
Mcavernosa32278	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	
Mcavernosa32279	12	10	115	17	48	8	110	4	107	37	23	14	54	173	26	363	1	13	6	12	22	20	1	6	11	34	16	9	33	895	17	5	18	110	70	0	205	1	45	34	31	65	3	216	4	4	90	31	40	170	1	79	50	105	150	10	173	66	2	2	1	1	4	9	12	4	
Mcavernosa32280	1	2	2	0	0	2	24	7	0	0	0	1	0	0	4	0	0	0	3	2	1	8	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	2	0	1	0	0	0	0	1	0	1	0	1	0	1	3	0	0	0	0	0	0	1	0	4	0	2	2	0	6	
Mcavernosa32281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa32284	3	2	0	0	0	4	4	0	0	0	0	1	0	1	0	1	0	0	1	2	0	1	0	0	3	0	1	1	0	0	5	1	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	3	1	
Mcavernosa32286	2	10	0	4	0	3	25	14	1	2	1	0	1	0	2	0	0	3	0	1	1	3	0	0	0	1	0	3	0	0	3	1	0	1	3	0	0	8	1	0	0	0	0	1	2	1	7	0	2	0	1	3	0	0	0	2	1	0	0	1	0	0	2	3	2	0	
Mcavernosa32290	13	15	3	6	0	5	74	6	0	2	0	4	0	0	8	0	0	0	3	6	9	25	0	0	2	0	0	8	0	0	7	1	0	0	0	0	2	5	0	1	0	0	1	0	1	0	0	1	0	0	9	0	7	3	0	5	0	3	9	2	4	0	16	23	7	13	
Mcavernosa32292	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa32295	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa32298	266	272	90	202	22	188	972	92	6	126	46	155	44	105	184	13	41	200	104	242	150	335	30	11	218	43	118	154	35	37	127	57	35	68	124	19	32	214	126	38	3	4	27	21	66	15	136	149	43	1	126	170	69	49	57	78	47	53	111	101	124	22	225	176	181	170	
Mcavernosa32301	10	7	2	14	0	17	55	6	0	5	16	8	2	10	11	0	0	21	1	5	4	9	0	0	11	0	20	8	4	0	1	2	0	0	6	0	0	3	1	1	0	0	1	0	2	6	4	3	0	8	0	5	2	0	0	4	0	5	6	6	10	0	10	6	7	5	
Mcavernosa32302	2	4	3	3	0	1	1	29	0	0	2	0	0	0	0	0	2	0	6	7	5	0	0	0	3	0	0	4	0	0	0	0	0	0	1	3	0	9	0	0	0	0	2	0	18	1	0	4	0	0	2	0	0	0	0	0	0	0	0	2	3	0	12	3	5	4	
Mcavernosa32303	7	7	0	6	1	6	46	14	1	4	2	6	0	8	9	0	1	3	2	5	7	12	0	0	1	0	0	5	0	0	3	0	0	0	1	7	0	10	3	3	0	0	0	2	1	0	1	2	0	0	2	3	4	2	0	1	5	2	4	3	3	0	6	3	5	4	
Mcavernosa32304	0	1	0	0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	
Mcavernosa32305	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
Mcavernosa32306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	1	0	1	1	0	1	
Mcavernosa32308	17	31	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	1	4	
Mcavernosa32309	6	20	0	12	0	11	13	31	0	15	6	11	0	0	6	0	0	19	3	7	9	20	0	0	5	0	0	7	0	0	0	4	0	0	0	0	0	10	6	4	0	1	5	0	1	0	3	0	1	0	0	2	0	0	0	1	0	0	59	18	61	1	19	72	49	104	
Mcavernosa32310	0	2	0	0	0	9	1	7	0	2	0	0	0	0	4	0	0	3	0	0	0	2	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	
Mcavernosa32311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
Mcavernosa32312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa32313	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
Mcavernosa32316	1	0	0	1	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	
Mcavernosa32317	15	24	0	7	0	14	61	16	1	0	4	6	0	1	3	1	1	8	6	16	6	15	0	0	10	0	0	8	0	183	8	0	0	1	2	2	1	12	0	3	0	0	1	0	4	0	3	1	0	0	3	6	1	1	6	3	0	1	6	5	9	1	9	20	13	16	
Mcavernosa32319	3	6	1	6	0	0	8	4	0	0	0	1	0	0	1	0	0	0	2	1	0	5	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	4	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	2	0	2	
Mcavernosa32320	4	6	5	7	0	10	41	17	0	0	0	3	0	0	4	0	0	0	5	8	8	15	0	0	0	0	2	10	0	0	1	1	0	0	0	0	1	7	4	1	0	0	0	0	3	0	2	2	14	0	0	6	0	0	1	2	0	26	2	1	16	0	9	11	5	6	
Mcavernosa32321	8	15	1	3	0	4	44	7	0	3	0	3	0	1	0	0	0	7	3	7	1	11	0	0	0	1	6	6	6	0	1	0	0	5	0	2	0	7	7	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	3	1	0	0	2	2	4	0	5	10	0	7	
Mcavernosa32323	7	13	1	4	0	9	26	7	0	1	0	0	0	0	4	0	0	5	3	8	1	9	0	0	2	0	1	5	0	0	9	0	5	0	1	0	0	11	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	2	0	0	4	0	5	0	5	8	1	10	
Mcavernosa32324	3	1	0	0	0	2	22	0	0	3	0	0	0	0	1	0	0	2	1	3	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	7	0	0	0	1	0	1	0	2	6	3	6	
Mcavernosa32326	1	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa32328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
Mcavernosa32329	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
Mcavernosa32330	9	11	5	9	2	1	46	5	2	6	11	12	13	11	6	13	9	6	1	6	7	10	5	2	7	17	3	4	18	6	9	6	5	5	14	1	1	2	4	6	0	0	0	11	1	5	8	2	5	3	13	13	3	6	0	9	2	14	4	2	8	0	4	8	3	3	
Mcavernosa32331	1	1	0	0	0	0	3	1	0	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa32332	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	1	2	
Mcavernosa32333	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa32334	2	2	0	1	2	0	5	0	0	0	4	1	0	0	2	0	0	0	1	1	5	1	0	0	0	0	3	1	0	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	2	1	6	0	0	0	0	2	0	0	12	0	1	0	0	1	0	0	0	1	0	0	
Mcavernosa32335	1	0	0	4	0	1	8	0	0	3	2	0	0	0	2	0	7	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa32337	17	11	0	9	4	20	37	12	0	6	1	3	0	1	10	0	1	5	6	3	9	4	0	0	7	3	5	6	0	0	0	2	0	0	0	0	0	3	2	1	0	0	1	0	9	0	4	8	0	0	0	0	0	1	0	0	0	0	0	8	10	0	9	8	10	5	
Mcavernosa32338	15	16	8	13	0	4	66	11	0	13	17	0	0	2	12	0	15	11	7	15	6	16	2	0	10	12	4	10	1	392	7	20	0	0	0	90	0	8	4	1	1	0	5	0	8	0	9	4	33	0	10	26	8	4	0	2	0	0	7	6	14	0	10	23	9	16	
Mcavernosa32339	3	6	0	4	0	3	28	0	0	0	0	1	0	0	0	0	0	0	3	12	5	15	0	3	7	0	1	6	0	0	0	0	0	0	0	0	1	6	2	0	0	0	0	0	1	0	5	0	10	1	0	1	0	0	0	0	0	0	6	4	2	0	5	10	0	5	
Mcavernosa32340	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa32341	10	19	6	1	2	5	95	3	0	4	0	6	1	3	1	1	0	0	4	18	14	36	0	2	8	0	3	11	0	0	0	5	0	15	3	0	2	19	4	0	0	0	1	0	0	0	6	0	0	0	0	3	4	2	0	3	0	1	5	6	4	0	7	17	4	13	
Mcavernosa32342	4	1	0	1	0	6	8	11	0	0	0	0	0	0	0	0	0	3	1	1	0	2	0	1	4	0	1	7	0	0	1	0	0	1	0	0	0	4	1	0	0	0	0	0	3	0	0	1	7	0	0	0	2	0	0	0	0	0	1	1	2	0	2	5	1	2	
Mcavernosa32343	1	10	2	4	0	2	29	2	0	0	0	1	0	0	4	0	0	0	1	2	1	10	0	0	0	0	0	4	0	0	8	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	6	0	0	0	0	3	0	0	0	1	0	0	1	0	3	0	5	6	0	5	
Mcavernosa32344	6	11	0	12	0	3	42	8	0	0	0	6	0	1	3	0	8	8	3	3	0	11	0	0	5	0	4	3	0	0	0	0	0	0	0	0	1	15	0	1	0	0	0	0	3	0	0	3	0	0	0	1	0	1	0	0	1	0	2	2	5	0	5	13	2	4	
Mcavernosa32346	1	0	0	0	0	3	5	1	0	0	0	2	0	0	0	0	0	1	0	0	0	3	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	
Mcavernosa32347	9	20	0	16	3	8	66	18	62	14	17	17	40	57	6	73	0	3	2	11	9	26	146	23	29	15	35	9	174	320	23	33	2	129	22	92	1	4	5	37	47	12	237	48	9	0	24	20	54	85	10	16	18	20	52	9	3	5	11	15	3	18	28	18	10	29	
